"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez"
"ENSG00000170476.11",1648.24468991011,4.91176396378871,0.771568891158466,6.36594349522565,1.94092881613563e-10,1.41166817421991e-07,NA,NA
"ENSG00000253159",194.567380376681,0.683095857511309,0.193603227817855,3.52832886729542,0.000418192251616166,0.0296358908978656,"PCDHGA12","26025"
"ENSG00000247199",29.3815494988163,-0.823638539283749,0.242541766690851,-3.39586270241685,0.000684126667591576,0.042017539641991,"LOC102546294","102546294"
"ENSG00000155846.12",303.959343031953,0.831536107577269,0.216358543477803,3.84332457693116,0.000121378768908182,0.0126115278762569,NA,NA
"ENSG00000171992",8970.88796706982,0.681078955699499,0.188325228815153,3.61650406578292,0.000298608629658406,0.0229887055891338,"SYNPO","11346"
"ENSG00000134516.11",1647.97420089544,1.35574830097743,0.40288225484033,3.36512289804063,0.000765095720946076,0.0445172958642266,NA,NA
"ENSG00000113761",1258.25390435633,-0.413889558897821,0.0938705991723478,-4.40915006985216,1.03777096307254e-05,0.00165791409695947,"ZNF346","23567"
"ENSG00000137265.10",1203.93678654831,3.73711065868157,0.668506947407875,5.59023458644993,2.2676304950716e-08,8.13932098997257e-06,NA,NA
"ENSG00000137285",58.9719783511807,1.11273780397144,0.301021410948163,3.69654039048755,0.000218557500648728,0.0188743816221559,"TUBB2B","347733"
"ENSG00000112799",157.531300039729,1.8136454230585,0.490256253475253,3.69938253760601,0.000216124638284608,0.0187440992094129,"LY86","9450"
"ENSG00000239264",12786.1122091908,0.910297126827327,0.259704230857956,3.50513013908199,0.000456384137067375,0.0310678442863747,"TXNDC5","81567"
"ENSG00000235290",49.0058056419455,1.67227088072156,0.493187965211974,3.39073740374589,0.000697048542572219,0.0422634253691432,NA,NA
"ENSG00000204516",368.788183496886,1.41095373809615,0.410436178063284,3.43769339426653,0.000586691598632618,0.0375346814884451,"MICB","4277"
"ENSG00000227507",658.704576563787,1.84882761412902,0.548143231851032,3.37289143913295,0.000743832737662864,0.0437423740656724,"LTB","4050"
"ENSG00000166278.10",668.543298279119,1.82443806793569,0.394959019762023,4.61930979329191,3.8501864265851e-06,0.000728845564780541,NA,NA
"ENSG00000243649",2476.30283254881,1.11031624508604,0.330065210862287,3.36392994034531,0.000768410467635593,0.0445370133063095,"CFB","629"
"ENSG00000241106",617.712381316106,2.11801865775199,0.525014099895513,4.03421290623149,5.47856274468899e-05,0.00657194685202833,"HLA-DOB","3112"
"ENSG00000168394",3087.51793450351,1.03723482961462,0.288477533311974,3.59554804045313,0.000323709381867836,0.0240622768596768,"TAP1","6890"
"ENSG00000010030",147.399502253453,1.6547683832174,0.434441198478132,3.80895824110176,0.000139553521769236,0.013974566067602,"ETV7","51513"
"ENSG00000228506",318.84577197458,-0.703157460782738,0.208716492478428,-3.36895974262989,0.000754524482620519,0.0440878385849173,NA,NA
"ENSG00000188820",101.64389640349,2.02453985734657,0.420948112074441,4.80947603582208,1.5132643586895e-06,0.000321720002657388,"CALHM6","441168"
"ENSG00000091844",423.696125077767,-1.17169870165311,0.274360157633464,-4.27065909190234,1.94896133130883e-05,0.00277656666364502,"RGS17","26575"
"ENSG00000164691.12",517.437908158589,1.48550284107768,0.443555668985566,3.34907869507135,0.000810807627262745,0.0457328595965056,NA,NA
"ENSG00000146535",2992.79005275549,0.368221046169125,0.107511953342534,3.42493122598162,0.000614955068327946,0.0388927418271116,"GNA12","2768"
"ENSG00000106004",119.988789693264,1.2856939330152,0.279543234095352,4.59926686180018,4.23980379680132e-06,0.000791754711729695,"HOXA5","3202"
